Town,date,Count,Tests
Worthington,2021-02-25,30,1549
Wrentham,2021-02-25,883,23912
Yarmouth,2021-02-25,1100,31867
Abington,2021-03-04,1431,24358
Acton,2021-03-04,773,35463
Acushnet,2021-03-04,1152,17918
Adams,2021-03-04,240,10979
Agawam,2021-03-04,2209,51405
Alford,2021-03-04,3,198
Amesbury,2021-03-04,954,25548
Amherst,2021-03-04,2186,276575
Andover,2021-03-04,2260,78884
Aquinnah,2021-03-04,3,507
Arlington,2021-03-04,1592,93705
Ashburnham,2021-03-04,343,10494
Ashby,2021-03-04,148,3399
Ashfield,2021-03-04,27,1972
Ashland,2021-03-04,1276,34437
Athol,2021-03-04,591,18660
Attleboro,2021-03-04,3527,64146
Auburn,2021-03-04,1392,30055
Avon,2021-03-04,418,6924
Ayer,2021-03-04,745,16549
Barnstable,2021-03-04,2977,60620
Barre,2021-03-04,256,6926
Becket,2021-03-04,53,2314
Bedford,2021-03-04,752,34228
Belchertown,2021-03-04,725,28379
Bellingham,2021-03-04,930,19913
Belmont,2021-03-04,1004,57240
Berkley,2021-03-04,601,9539
Berlin,2021-03-04,169,5084
Bernardston,2021-03-04,40,3488
Beverly,2021-03-04,3033,124454
Billerica,2021-03-04,3188,66604
Blackstone,2021-03-04,520,10754
Blandford,2021-03-04,44,1304
Bolton,2021-03-04,167,9009
Boston,2021-03-04,59048,2812459
Bourne,2021-03-04,1032,34822
Boxborough,2021-03-04,172,7423
Boxford,2021-03-04,456,14106
Boylston,2021-03-04,262,7867
Braintree,2021-03-04,3477,77072
Brewster,2021-03-04,376,15411
Bridgewater,2021-03-04,2422,56444
Brimfield,2021-03-04,171,4579
Brockton,2021-03-04,11997,172463
Brookfield,2021-03-04,182,4535
Brookline,2021-03-04,1908,172738
Buckland,2021-03-04,32,399
Burlington,2021-03-04,1652,43334
Cambridge,2021-03-04,4486,667111
Canton,2021-03-04,1625,47835
Carlisle,2021-03-04,147,7899
Carver,2021-03-04,591,13216
Charlemont,2021-03-04,15,1633
Charlton,2021-03-04,833,24163
Chatham,2021-03-04,259,7658
Chelmsford,2021-03-04,2425,56907
Chelsea,2021-03-04,8071,107167
Cheshire,2021-03-04,94,4345
Chester,2021-03-04,50,1204
Chesterfield,2021-03-04,28,1372
Chicopee,2021-03-04,4698,90544
Chilmark,2021-03-04,15,3407
Clarksburg,2021-03-04,33,1545
Clinton,2021-03-04,1390,21410
Cohasset,2021-03-04,348,14063
Colrain,2021-03-04,35,2095
Concord,2021-03-04,965,45740
Conway,2021-03-04,25,2609
Cummington,2021-03-04,23,1530
Dalton,2021-03-04,219,11431
Danvers,2021-03-04,2665,62159
Dartmouth,2021-03-04,3291,65961
Dedham,2021-03-04,2097,57033
Deerfield,2021-03-04,161,29623
Dennis,2021-03-04,567,16036
Dighton,2021-03-04,618,10758
Douglas,2021-03-04,419,10691
Dover,2021-03-04,204,12052
Dracut,2021-03-04,3075,51816
Dudley,2021-03-04,811,38493
Dunstable,2021-03-04,131,4009
Duxbury,2021-03-04,805,25630
East Bridgewater,2021-03-04,1066,19553
East Brookfield,2021-03-04,137,2685
East Longmeadow,2021-03-04,1328,31563
Eastham,2021-03-04,122,4260
Easthampton,2021-03-04,796,46061
Easton,2021-03-04,1741,82188
Edgartown,2021-03-04,258,10728
Egremont,2021-03-04,12,1160
Erving,2021-03-04,56,2774
Essex,2021-03-04,142,4796
Everett,2021-03-04,7572,102415
Fairhaven,2021-03-04,1742,34579
Fall River,2021-03-04,12301,163560
Falmouth,2021-03-04,1197,50724
Fitchburg,2021-03-04,4120,69227
Florida,2021-03-04,7,572
Foxborough,2021-03-04,1098,41557
Framingham,2021-03-04,6886,144888
Franklin,2021-03-04,1553,50933
Freetown,2021-03-04,825,13032
Gardner,2021-03-04,2072,33471
Georgetown,2021-03-04,480,12828
Gill,2021-03-04,28,4257
Gloucester,2021-03-04,1598,42219
Goshen,2021-03-04,24,875
Gosnold,2021-03-04,5,124
Grafton,2021-03-04,981,33933
Granby,2021-03-04,300,10088
Granville,2021-03-04,70,1817
Great Barrington,2021-03-04,390,22970
Greenfield,2021-03-04,685,31405
Groton,2021-03-04,404,22386
Groveland,2021-03-04,413,9399
Hadley,2021-03-04,273,20418
Halifax,2021-03-04,429,9437
Hamilton,2021-03-04,335,13697
Hampden,2021-03-04,370,8865
Hancock,2021-03-04,16,233
Hanover,2021-03-04,1116,22231
Hanson,2021-03-04,724,14496
Hardwick,2021-03-04,74,3107
Harvard,2021-03-04,112,7743
Harwich,2021-03-04,580,16000
Hatfield,2021-03-04,132,5816
Haverhill,2021-03-04,6999,125207
Hawley,2021-03-04,3,111
Heath,2021-03-04,7,609
Hingham,2021-03-04,1611,50871
Hinsdale,2021-03-04,54,3010
Holbrook,2021-03-04,904,16713
Holden,2021-03-04,1271,35567
Holland,2021-03-04,109,2959
Holliston,2021-03-04,654,22886
Holyoke,2021-03-04,4659,91308
Hopedale,2021-03-04,308,9502
Hopkinton,2021-03-04,674,28246
Hubbardston,2021-03-04,134,5669
Hudson,2021-03-04,1382,30761
Hull,2021-03-04,487,12933
Huntington,2021-03-04,86,2931
Ipswich,2021-03-04,625,21561
Kingston,2021-03-04,908,23926
Lakeville,2021-03-04,804,16059
Lancaster,2021-03-04,455,12160
Lanesborough,2021-03-04,92,4054
Lawrence,2021-03-04,17915,186453
Lee,2021-03-04,260,9057
Leicester,2021-03-04,924,21249
Lenox,2021-03-04,203,11607
Leominster,2021-03-04,4412,68641
Leverett,2021-03-04,27,4522
Lexington,2021-03-04,1010,56539
Leyden,2021-03-04,8,282
Lincoln,2021-03-04,159,11325
Littleton,2021-03-04,478,16860
Longmeadow,2021-03-04,956,32579
Lowell,2021-03-04,14514,219986
Ludlow,2021-03-04,1805,34672
Lunenburg,2021-03-04,631,14481
Lynn,2021-03-04,15324,186854
Lynnfield,2021-03-04,1029,25588
Malden,2021-03-04,6048,129098
Manchester,2021-03-04,198,9529
Mansfield,2021-03-04,1471,36544
Marblehead,2021-03-04,1170,43115
Marion,2021-03-04,377,16661
Marlborough,2021-03-04,4212,77426
Marshfield,2021-03-04,1596,33845
Mashpee,2021-03-04,627,20751
Mattapoisett,2021-03-04,375,9834
Maynard,2021-03-04,527,16889
Medfield,2021-03-04,484,22677
Medford,2021-03-04,4547,246087
Medway,2021-03-04,637,20018
Melrose,2021-03-04,1711,67441
Mendon,2021-03-04,244,7419
Merrimac,2021-03-04,336,9534
Methuen,2021-03-04,6502,101048
Middleborough,2021-03-04,1726,36949
Middlefield,2021-03-04,6,259
Middleton,2021-03-04,1248,18800
Milford,2021-03-04,2527,42392
Millbury,2021-03-04,1063,20983
Millis,2021-03-04,383,11759
Millville,2021-03-04,169,3713
Milton,2021-03-04,2020,87333
Monroe,2021-03-04,3,97
Monson,2021-03-04,419,10622
Montague,2021-03-04,230,13184
Monterey,2021-03-04,16,1200
Montgomery,2021-03-04,18,370
Mount Washington,2021-03-04,6,60
Nahant,2021-03-04,215,7960
Nantucket,2021-03-04,1168,23049
Natick,2021-03-04,1700,71874
Needham,2021-03-04,1446,76796
New Ashford,2021-03-04,3,126
New Bedford,2021-03-04,12425,164341
New Braintree,2021-03-04,26,1081
New Marlborough,2021-03-04,22,1188
New Salem,2021-03-04,11,1200
Newbury,2021-03-04,274,12293
Newburyport,2021-03-04,913,36165
Newton,2021-03-04,3606,360936
Norfolk,2021-03-04,895,17787
North Adams,2021-03-04,371,26660
North Andover,2021-03-04,2529,128177
North Attleborough,2021-03-04,1806,39679
North Brookfield,2021-03-04,234,6079
North Reading,2021-03-04,1172,30995
Northampton,2021-03-04,1031,88028
Northborough,2021-03-04,1068,31717
Northbridge,2021-03-04,999,27453
Northfield,2021-03-04,44,4872
Norton,2021-03-04,1229,64967
Norwell,2021-03-04,567,18462
Norwood,2021-03-04,2516,57288
Oak Bluffs,2021-03-04,231,7319
Oakham,2021-03-04,74,2447
Orange,2021-03-04,240,11089
Orleans,2021-03-04,247,6123
Otis,2021-03-04,47,1604
Oxford,2021-03-04,910,17964
Palmer,2021-03-04,720,17146
Paxton,2021-03-04,378,19736
Peabody,2021-03-04,5923,108113
Pelham,2021-03-04,18,1177
Pembroke,2021-03-04,1075,23923
Pepperell,2021-03-04,433,12738
Peru,2021-03-04,10,395
Petersham,2021-03-04,34,1514
Phillipston,2021-03-04,70,1690
Pittsfield,2021-03-04,2215,74936
Plainfield,2021-03-04,16,699
Plainville,2021-03-04,495,12617
Plymouth,2021-03-04,4117,93596
Plympton,2021-03-04,133,3345
Princeton,2021-03-04,128,5579
Provincetown,2021-03-04,62,4260
Quincy,2021-03-04,6346,170761
Randolph,2021-03-04,3551,64664
Raynham,2021-03-04,1353,24081
Reading,2021-03-04,1737,49166
Rehoboth,2021-03-04,827,14238
Revere,2021-03-04,9480,138304
Richmond,2021-03-04,35,1710
Rochester,2021-03-04,401,7764
Rockland,2021-03-04,1566,27421
Rockport,2021-03-04,242,9349
Rowe,2021-03-04,7,451
Rowley,2021-03-04,341,9524
Royalston,2021-03-04,55,1616
Russell,2021-03-04,105,2193
Rutland,2021-03-04,522,14055
Salem,2021-03-04,4091,112460
Salisbury,2021-03-04,574,11376
Sandisfield,2021-03-04,29,1657
Sandwich,2021-03-04,898,24683
Saugus,2021-03-04,3571,60643
Savoy,2021-03-04,13,771
Scituate,2021-03-04,1022,28709
Seekonk,2021-03-04,1120,15979
Sharon,2021-03-04,803,31037
Sheffield,2021-03-04,82,12672
Shelburne,2021-03-04,27,4969
Sherborn,2021-03-04,143,7454
Shirley,2021-03-04,784,11128
Shrewsbury,2021-03-04,2548,68378
Shutesbury,2021-03-04,29,3183
Somerset,2021-03-04,1793,28485
Somerville,2021-03-04,4753,385618
South Hadley,2021-03-04,882,44748
Southampton,2021-03-04,342,9621
Southborough,2021-03-04,403,27854
Southbridge,2021-03-04,1604,25444
Southwick,2021-03-04,481,11658
Spencer,2021-03-04,730,16813
Springfield,2021-03-04,17730,296791
Sterling,2021-03-04,606,15617
Stockbridge,2021-03-04,62,4083
Stoneham,2021-03-04,2081,52152
Stoughton,2021-03-04,2577,47731
Stow,2021-03-04,206,11050
Sturbridge,2021-03-04,508,12662
Sudbury,2021-03-04,690,34657
Sunderland,2021-03-04,171,19460
Sutton,2021-03-04,582,13506
Swampscott,2021-03-04,949,35214
Swansea,2021-03-04,1571,24640
Taunton,2021-03-04,5186,94759
Templeton,2021-03-04,537,12747
Tewksbury,2021-03-04,2839,67979
Tisbury,2021-03-04,264,13664
Tolland,2021-03-04,10,212
Topsfield,2021-03-04,383,13540
Townsend,2021-03-04,385,10515
Truro,2021-03-04,39,1856
Tyngsborough,2021-03-04,948,17316
Tyringham,2021-03-04,8,408
Upton,2021-03-04,243,10185
Uxbridge,2021-03-04,718,17865
Wakefield,2021-03-04,2031,55410
Wales,2021-03-04,71,1852
Walpole,2021-03-04,1747,45169
Waltham,2021-03-04,4808,247043
Ware,2021-03-04,444,14427
Wareham,2021-03-04,1335,28620
Warren,2021-03-04,200,5277
Warwick,2021-03-04,13,858
Washington,2021-03-04,6,512
Watertown,2021-03-04,2036,82991
Wayland,2021-03-04,518,30005
Webster,2021-03-04,1618,32584
Wellesley,2021-03-04,1089,146321
Wellfleet,2021-03-04,56,2699
Wendell,2021-03-04,11,1234
Wenham,2021-03-04,233,10851
West Boylston,2021-03-04,543,12905
West Bridgewater,2021-03-04,703,14428
West Brookfield,2021-03-04,230,6828
West Newbury,2021-03-04,163,6442
West Springfield,2021-03-04,2379,45276
West Stockbridge,2021-03-04,33,2034
West Tisbury,2021-03-04,94,4848
Westborough,2021-03-04,1294,39700
Westfield,2021-03-04,2569,58905
Westford,2021-03-04,1068,32383
Westhampton,2021-03-04,56,1315
Westminster,2021-03-04,461,10788
Weston,2021-03-04,452,35483
Westport,2021-03-04,1354,23326
Westwood,2021-03-04,904,29633
Weymouth,2021-03-04,4427,86103
Whately,2021-03-04,55,1493
Whitman,2021-03-04,1111,20484
Wilbraham,2021-03-04,1134,38078
Williamsburg,2021-03-04,62,6061
Williamstown,2021-03-04,222,62351
Wilmington,2021-03-04,1870,37800
Winchendon,2021-03-04,592,13559
Winchester,2021-03-04,1101,57450
Windsor,2021-03-04,19,866
Winthrop,2021-03-04,2106,60852
Woburn,2021-03-04,3689,80356
Worcester,2021-03-04,20857,624004
Worthington,2021-03-04,30,1603
Wrentham,2021-03-04,902,24602
Yarmouth,2021-03-04,1128,32737
Abington,2021-03-11,1450,25070
Acton,2021-03-11,787,36579
Acushnet,2021-03-11,1175,18400
Adams,2021-03-11,242,11335
Agawam,2021-03-11,2250,52948
Alford,2021-03-11,3,203
Amesbury,2021-03-11,962,26206
Amherst,2021-03-11,2321,296885
Andover,2021-03-11,2298,81288
Aquinnah,2021-03-11,3,513
Arlington,2021-03-11,1632,97056
Ashburnham,2021-03-11,346,10966
Ashby,2021-03-11,148,3509
Ashfield,2021-03-11,27,2059
Ashland,2021-03-11,1302,35705
Athol,2021-03-11,600,19115
Attleboro,2021-03-11,3592,66128
Auburn,2021-03-11,1430,31138
Avon,2021-03-11,430,7167
Ayer,2021-03-11,753,16917
Barnstable,2021-03-11,3094,62392
Barre,2021-03-11,268,7166
Becket,2021-03-11,53,2394
Bedford,2021-03-11,762,35240
Belchertown,2021-03-11,744,29530
Bellingham,2021-03-11,950,20636
Belmont,2021-03-11,1017,59367
Berkley,2021-03-11,612,9791
Berlin,2021-03-11,173,5258
Bernardston,2021-03-11,42,3617
Beverly,2021-03-11,3089,129470
Billerica,2021-03-11,3228,68649
Blackstone,2021-03-11,527,11082
Blandford,2021-03-11,45,1374
Bolton,2021-03-11,178,9342
Boston,2021-03-11,60164,2925381
Bourne,2021-03-11,1052,36039
Boxborough,2021-03-11,175,7677
Boxford,2021-03-11,474,14615
Boylston,2021-03-11,264,8134
Braintree,2021-03-11,3531,79213
Brewster,2021-03-11,386,15818
Bridgewater,2021-03-11,2453,58270
Brimfield,2021-03-11,177,4729
Brockton,2021-03-11,12130,177465
Brookfield,2021-03-11,185,4694
Brookline,2021-03-11,1941,179171
Buckland,2021-03-11,32,418
Burlington,2021-03-11,1675,44733
Cambridge,2021-03-11,4623,700332
Canton,2021-03-11,1669,49296
Carlisle,2021-03-11,149,8192
Carver,2021-03-11,599,13576
Charlemont,2021-03-11,15,1698
Charlton,2021-03-11,852,24806
Chatham,2021-03-11,272,7873
Chelmsford,2021-03-11,2464,58517
Chelsea,2021-03-11,8120,110317
Cheshire,2021-03-11,95,4493
Chester,2021-03-11,53,1255
Chesterfield,2021-03-11,28,1430
Chicopee,2021-03-11,4810,93913
Chilmark,2021-03-11,16,3479
Clarksburg,2021-03-11,33,1591
Clinton,2021-03-11,1413,22067
Cohasset,2021-03-11,352,14600
Colrain,2021-03-11,37,2186
Concord,2021-03-11,974,47430
Conway,2021-03-11,27,2725
Cummington,2021-03-11,24,1570
Dalton,2021-03-11,223,11811
Danvers,2021-03-11,2694,63725
Dartmouth,2021-03-11,3327,67993
Dedham,2021-03-11,2134,58867
Deerfield,2021-03-11,165,31162
Dennis,2021-03-11,575,16485
Dighton,2021-03-11,630,11041
Douglas,2021-03-11,436,11090
Dover,2021-03-11,206,12492
Dracut,2021-03-11,3124,53294
Dudley,2021-03-11,828,40246
Dunstable,2021-03-11,135,4153
Duxbury,2021-03-11,823,26437
East Bridgewater,2021-03-11,1074,20151
East Brookfield,2021-03-11,140,2757
East Longmeadow,2021-03-11,1345,32372
Eastham,2021-03-11,129,4397
Easthampton,2021-03-11,811,47550
Easton,2021-03-11,1777,85875
Edgartown,2021-03-11,264,11081
Egremont,2021-03-11,14,1207
Erving,2021-03-11,58,2884
Essex,2021-03-11,143,4959
Everett,2021-03-11,7677,105496
Fairhaven,2021-03-11,1766,35433
Fall River,2021-03-11,12428,167570
Falmouth,2021-03-11,1222,52069
Fitchburg,2021-03-11,4176,71551
Florida,2021-03-11,9,590
Foxborough,2021-03-11,1120,42656
Framingham,2021-03-11,7012,150133
Franklin,2021-03-11,1589,53669
Freetown,2021-03-11,847,13462
Gardner,2021-03-11,2090,34294
Georgetown,2021-03-11,492,13215
Gill,2021-03-11,31,4382
Gloucester,2021-03-11,1632,43657
Goshen,2021-03-11,24,929
Gosnold,2021-03-11,5,126
Grafton,2021-03-11,1017,35216
Granby,2021-03-11,306,10487
Granville,2021-03-11,70,1882
Great Barrington,2021-03-11,391,23780
Greenfield,2021-03-11,699,32911
Groton,2021-03-11,412,23028
Groveland,2021-03-11,419,9631
Hadley,2021-03-11,278,21381
Halifax,2021-03-11,437,9652
Hamilton,2021-03-11,344,14065
Hampden,2021-03-11,372,9187
Hancock,2021-03-11,16,239
Hanover,2021-03-11,1134,23034
Hanson,2021-03-11,743,14967
Hardwick,2021-03-11,76,3378
Harvard,2021-03-11,115,8014
Harwich,2021-03-11,587,16387
Hatfield,2021-03-11,140,6102
Haverhill,2021-03-11,7108,128530
Hawley,2021-03-11,3,112
Heath,2021-03-11,7,632
Hingham,2021-03-11,1657,52601
Hinsdale,2021-03-11,61,3131
Holbrook,2021-03-11,922,17265
Holden,2021-03-11,1304,36725
Holland,2021-03-11,111,3054
Holliston,2021-03-11,670,23672
Holyoke,2021-03-11,4745,94288
Hopedale,2021-03-11,314,9811
Hopkinton,2021-03-11,692,29248
Hubbardston,2021-03-11,136,5832
Hudson,2021-03-11,1412,31718
Hull,2021-03-11,491,13345
Huntington,2021-03-11,87,3044
Ipswich,2021-03-11,636,22313
Kingston,2021-03-11,933,24581
Lakeville,2021-03-11,819,16588
Lancaster,2021-03-11,463,12527
Lanesborough,2021-03-11,92,4174
Lawrence,2021-03-11,18038,190604
Lee,2021-03-11,263,9324
Leicester,2021-03-11,941,22114
Lenox,2021-03-11,204,11939
Leominster,2021-03-11,4475,70488
Leverett,2021-03-11,27,4726
Lexington,2021-03-11,1031,58688
Leyden,2021-03-11,8,294
Lincoln,2021-03-11,161,11722
Littleton,2021-03-11,487,17421
Longmeadow,2021-03-11,968,33512
Lowell,2021-03-11,14698,225435
Ludlow,2021-03-11,1852,35757
Lunenburg,2021-03-11,642,14926
Lynn,2021-03-11,15449,191590
Lynnfield,2021-03-11,1059,26504
Malden,2021-03-11,6140,133264
Manchester,2021-03-11,199,9846
Mansfield,2021-03-11,1496,37759
Marblehead,2021-03-11,1190,44769
Marion,2021-03-11,375,17458
Marlborough,2021-03-11,4264,79556
Marshfield,2021-03-11,1646,34868
Mashpee,2021-03-11,639,21373
Mattapoisett,2021-03-11,379,10161
Maynard,2021-03-11,532,17451
Medfield,2021-03-11,493,23512
Medford,2021-03-11,4610,254278
Medway,2021-03-11,650,20772
Melrose,2021-03-11,1750,69827
Mendon,2021-03-11,253,7701
Merrimac,2021-03-11,345,9827
Methuen,2021-03-11,6581,103620
Middleborough,2021-03-11,1759,38279
Middlefield,2021-03-11,6,264
Middleton,2021-03-11,1251,19335
Milford,2021-03-11,2588,43943
Millbury,2021-03-11,1085,21674
Millis,2021-03-11,395,12198
Millville,2021-03-11,176,3868
Milton,2021-03-11,2041,90459
Monroe,2021-03-11,3,101
Monson,2021-03-11,434,10954
Montague,2021-03-11,234,13738
Monterey,2021-03-11,16,1229
Montgomery,2021-03-11,18,385
Mount Washington,2021-03-11,6,60
Nahant,2021-03-11,219,8212
Nantucket,2021-03-11,1187,23828
Natick,2021-03-11,1741,74510
Needham,2021-03-11,1500,80234
New Ashford,2021-03-11,3,128
New Bedford,2021-03-11,12555,168555
New Braintree,2021-03-11,26,1111
New Marlborough,2021-03-11,22,1234
New Salem,2021-03-11,11,1248
Newbury,2021-03-11,279,12785
Newburyport,2021-03-11,922,37049
Newton,2021-03-11,3674,378296
Norfolk,2021-03-11,898,18230
North Adams,2021-03-11,376,27608
North Andover,2021-03-11,2563,133303
North Attleborough,2021-03-11,1849,40896
North Brookfield,2021-03-11,235,6257
North Reading,2021-03-11,1195,31912
Northampton,2021-03-11,1061,94311
Northborough,2021-03-11,1087,32690
Northbridge,2021-03-11,1012,28313
Northfield,2021-03-11,46,5053
Norton,2021-03-11,1246,67932
Norwell,2021-03-11,577,19110
Norwood,2021-03-11,2558,58957
Oak Bluffs,2021-03-11,232,7488
Oakham,2021-03-11,77,2541
Orange,2021-03-11,242,11409
Orleans,2021-03-11,251,6298
Otis,2021-03-11,47,1658
Oxford,2021-03-11,919,18536
Palmer,2021-03-11,736,17682
Paxton,2021-03-11,384,20710
Peabody,2021-03-11,5994,111103
Pelham,2021-03-11,18,1216
Pembroke,2021-03-11,1108,24722
Pepperell,2021-03-11,445,13127
Peru,2021-03-11,10,406
Petersham,2021-03-11,35,1564
Phillipston,2021-03-11,72,1737
Pittsfield,2021-03-11,2228,77219
Plainfield,2021-03-11,16,710
Plainville,2021-03-11,508,13010
Plymouth,2021-03-11,4202,96260
Plympton,2021-03-11,134,3438
Princeton,2021-03-11,128,5763
Provincetown,2021-03-11,65,4341
Quincy,2021-03-11,6475,176378
Randolph,2021-03-11,3599,66668
Raynham,2021-03-11,1371,24871
Reading,2021-03-11,1780,50794
Rehoboth,2021-03-11,835,14654
Revere,2021-03-11,9605,142120
Richmond,2021-03-11,35,1770
Rochester,2021-03-11,402,8006
Rockland,2021-03-11,1597,28334
Rockport,2021-03-11,245,9649
Rowe,2021-03-11,7,469
Rowley,2021-03-11,348,9835
Royalston,2021-03-11,57,1664
Russell,2021-03-11,106,2273
Rutland,2021-03-11,537,14532
Salem,2021-03-11,4168,116068
Salisbury,2021-03-11,574,11656
Sandisfield,2021-03-11,29,1709
Sandwich,2021-03-11,919,25596
Saugus,2021-03-11,3621,62456
Savoy,2021-03-11,13,796
Scituate,2021-03-11,1045,29783
Seekonk,2021-03-11,1143,16447
Sharon,2021-03-11,816,32166
Sheffield,2021-03-11,85,13263
Shelburne,2021-03-11,28,5163
Sherborn,2021-03-11,144,7715
Shirley,2021-03-11,787,11353
Shrewsbury,2021-03-11,2596,70665
Shutesbury,2021-03-11,29,3332
Somerset,2021-03-11,1813,29225
Somerville,2021-03-11,4862,399814
South Hadley,2021-03-11,894,47251
Southampton,2021-03-11,349,10041
Southborough,2021-03-11,412,29134
Southbridge,2021-03-11,1644,26373
Southwick,2021-03-11,485,11984
Spencer,2021-03-11,753,17360
Springfield,2021-03-11,18034,307717
Sterling,2021-03-11,623,16143
Stockbridge,2021-03-11,62,4206
Stoneham,2021-03-11,2122,53993
Stoughton,2021-03-11,2607,49318
Stow,2021-03-11,212,11466
Sturbridge,2021-03-11,515,13087
Sudbury,2021-03-11,698,35896
Sunderland,2021-03-11,181,20558
Sutton,2021-03-11,597,13993
Swampscott,2021-03-11,965,36290
Swansea,2021-03-11,1591,25258
Taunton,2021-03-11,5259,97830
Templeton,2021-03-11,543,13133
Tewksbury,2021-03-11,2866,69838
Tisbury,2021-03-11,264,13970
Tolland,2021-03-11,10,216
Topsfield,2021-03-11,394,13946
Townsend,2021-03-11,387,10826
Truro,2021-03-11,38,1892
Tyngsborough,2021-03-11,956,17843
Tyringham,2021-03-11,8,430
Upton,2021-03-11,251,10573
Uxbridge,2021-03-11,726,18438
Wakefield,2021-03-11,2078,57233
Wales,2021-03-11,72,1903
Walpole,2021-03-11,1783,46707
Waltham,2021-03-11,4948,259610
Ware,2021-03-11,459,14956
Wareham,2021-03-11,1371,29435
Warren,2021-03-11,203,5457
Warwick,2021-03-11,13,891
Washington,2021-03-11,6,526
Watertown,2021-03-11,2063,86351
Wayland,2021-03-11,528,31137
Webster,2021-03-11,1636,33575
Wellesley,2021-03-11,1123,153161
Wellfleet,2021-03-11,59,2785
Wendell,2021-03-11,11,1284
Wenham,2021-03-11,236,11182
West Boylston,2021-03-11,545,13255
West Bridgewater,2021-03-11,709,14929
West Brookfield,2021-03-11,236,7004
West Newbury,2021-03-11,168,6614
West Springfield,2021-03-11,2431,46758
West Stockbridge,2021-03-11,33,2108
West Tisbury,2021-03-11,94,4969
Westborough,2021-03-11,1331,40927
Westfield,2021-03-11,2627,61563
Westford,2021-03-11,1088,33379
Westhampton,2021-03-11,56,1372
Westminster,2021-03-11,471,11118
Weston,2021-03-11,459,37421
Westport,2021-03-11,1374,23961
Westwood,2021-03-11,913,30602
Weymouth,2021-03-11,4514,89123
Whately,2021-03-11,55,1551
Whitman,2021-03-11,1139,21123
Wilbraham,2021-03-11,1160,39061
Williamsburg,2021-03-11,63,6301
Williamstown,2021-03-11,224,66130
Wilmington,2021-03-11,1909,39034
Winchendon,2021-03-11,603,13961
Winchester,2021-03-11,1111,59430
Windsor,2021-03-11,19,884
Winthrop,2021-03-11,2137,62366
Woburn,2021-03-11,3749,82837
Worcester,2021-03-11,21150,649416
Worthington,2021-03-11,30,1655
Wrentham,2021-03-11,923,25395
Yarmouth,2021-03-11,1164,33512
Abington,2021-03-18,1477,25859
Acton,2021-03-18,802,37634
Acushnet,2021-03-18,1186,18852
Adams,2021-03-18,245,11689
Agawam,2021-03-18,2283,54376
Alford,2021-03-18,3,208
Amesbury,2021-03-18,971,26868
Amherst,2021-03-18,2406,316958
Andover,2021-03-18,2355,83699
Aquinnah,2021-03-18,3,517
Arlington,2021-03-18,1668,100279
Ashburnham,2021-03-18,355,11425
Ashby,2021-03-18,148,3620
Ashfield,2021-03-18,27,2129
Ashland,2021-03-18,1337,36868
Athol,2021-03-18,617,19612
Attleboro,2021-03-18,3663,67965
Auburn,2021-03-18,1457,32228
Avon,2021-03-18,442,7397
Ayer,2021-03-18,764,17400
Barnstable,2021-03-18,3283,64532
Barre,2021-03-18,276,7396
Becket,2021-03-18,54,2477
Bedford,2021-03-18,743,36179
Belchertown,2021-03-18,755,30632
Bellingham,2021-03-18,996,21356
Belmont,2021-03-18,1034,61313
Berkley,2021-03-18,623,10056
Berlin,2021-03-18,174,5422
Bernardston,2021-03-18,42,3754
Beverly,2021-03-18,3145,134693
Billerica,2021-03-18,3293,70710
Blackstone,2021-03-18,535,11396
Blandford,2021-03-18,47,1419
Bolton,2021-03-18,181,9637
Boston,2021-03-18,61224,3036404
Bourne,2021-03-18,1077,37211
Boxborough,2021-03-18,176,7920
Boxford,2021-03-18,481,15042
Boylston,2021-03-18,268,8373
Braintree,2021-03-18,3612,81383
Brewster,2021-03-18,392,16134
Bridgewater,2021-03-18,2501,60149
Brimfield,2021-03-18,179,4868
Brockton,2021-03-18,12272,182771
Brookfield,2021-03-18,186,4890
Brookline,2021-03-18,2000,185488
Buckland,2021-03-18,33,440
Burlington,2021-03-18,1714,46271
Cambridge,2021-03-18,4734,733535
Canton,2021-03-18,1727,50671
Carlisle,2021-03-18,151,8454
Carver,2021-03-18,611,14033
Charlemont,2021-03-18,15,1761
Charlton,2021-03-18,861,25423
Chatham,2021-03-18,276,8042
Chelmsford,2021-03-18,2499,60136
Chelsea,2021-03-18,8169,113274
Cheshire,2021-03-18,97,4646
Chester,2021-03-18,55,1284
Chesterfield,2021-03-18,30,1496
Chicopee,2021-03-18,4912,96952
Chilmark,2021-03-18,16,3543
Clarksburg,2021-03-18,33,1635
Clinton,2021-03-18,1428,22704
Cohasset,2021-03-18,367,15142
Colrain,2021-03-18,40,2262
Concord,2021-03-18,994,48679
Conway,2021-03-18,27,2833
Cummington,2021-03-18,24,1609
Dalton,2021-03-18,232,12114
Danvers,2021-03-18,2720,65322
Dartmouth,2021-03-18,3386,70097
Dedham,2021-03-18,2186,60528
Deerfield,2021-03-18,168,32388
Dennis,2021-03-18,601,16939
Dighton,2021-03-18,641,11319
Douglas,2021-03-18,441,11453
Dover,2021-03-18,216,12917
Dracut,2021-03-18,3181,54793
Dudley,2021-03-18,834,41946
Dunstable,2021-03-18,142,4281
Duxbury,2021-03-18,840,27356
East Bridgewater,2021-03-18,1089,20739
East Brookfield,2021-03-18,147,2837
East Longmeadow,2021-03-18,1369,33302
